"Protein.Ids","ALM6","ALM7","ALM8","ALM9","ALM10","ALM11","ALM12","ALM13","ALM14","ALM15","ALM16","ALM17","ALM18","ALM19","ALM20","ALM21","ALM22","ALM23","ALM24","ALM25","ALM26","ALM27","ALM28","ALM29","ALM30","ALM31","ALM32","ALM33","ALM34","ALM35","ALM36","ALM37","ALM38","ALM39","ALM40","ALM41","ALM42","ALM43","ALM44","ALM45","ALM46","ALM47"
"Q70EK8","3081.94","1805.97","2154.93","2243.23","1063.87","1704.26","2503.71",NA,"2931.12","2521.66","2881.15","3796.6","1137.7","2724.98","2004.73","3023.31","1428.29","1123.77","1448.58","2408.1","1978.28","3044.01","2383.97","2699.52","3690","2805.71","1927.96","2638.68","2357.53","1944.63","3344.13","1904.63","2800.52","2015.2","2294.72","1186.72","3405.89","2128.25","2958.81","2133.32","2952.56","1424"
"Q70UQ0","7976.74","7539.01","8862.65","10593.7","9863.52","8443.41","9039.5","12087.4","8685.08","8444.33","8172.54","6656.44","5567.06","7121.77","7201.11","9259.17","7820.64","6179.38","9207.75","6342.79","9629.61","8509.88","7480.73","8803.18","6369.15","9222.83","8719.68","7992.97","7832.9","8061.13","6548.58","7279.11","9626.94","9524.95","6897.43","9512.57","6451.65","7865.42","6962.14","7999.81","7154.33","7219.56"
"Q71DI3",NA,"341.546","166.691",NA,"360.935","405.336",NA,NA,NA,"1669.98","643.724","698.067","851.68","756.762","494.028",NA,"1275.05","815.082","633.919","577.124",NA,"501.632","784.606","289.886",NA,"906.697","1301.03","997.372","1916.14","921.66","1487.47","830.936","812.828","505.43","1060.7","359.108","429.026","514.132","1167.27","3529.94","479.902","244.092"
"Q71RC2","1743.33","2273.94","1776.81","1724.97","1273.35","2715.15","1673.6","1578.73","1654.61","1949.43","1699.88","1738.8","2515.92","1905.29","2233.67","1536.3","1725.09","1211.42","1133.3","1419.58","1799.47","2007.86","1716.3","2255.16","1116.55","1203.12","1629.9","2117.8","1458.12","1184.03","1876.05","1399.74","1806.16","2019.96","2008.28","1729.53","1897.83","1916.68","1562.24","1128.13","1825.85","1785.17"
"Q71SY5","584.232","394.66","529.772",NA,NA,"834.165",NA,NA,"601.635",NA,NA,NA,NA,"376.875",NA,"727.594",NA,NA,NA,"327.497","259.191",NA,NA,"537.603","531.87","583.996","353.211",NA,NA,"607.929",NA,NA,"227.905",NA,"784.643","525.362","201.978","395.719","358.694",NA,"420.363","375.437"
"Q71U36","112460","110331","92621.8","87801","111404","114977","33464.2","69230.1","105923","107424","126560","101195","112586","95398.5","89377.4","114712","88118.4","70565.9","50975.6","92933.6","89842.5","114749","132568","119583","116736","109476","78696.1","118949","112950","148886","140801","131047","122468","109001","130618","87776","187815","98459.2","173708","101585","120480","121074"
"Q71UM5","66164.9","50492.7","60125.3","33424.8","44230","58537.4","43995.3","58173.6","50948.8","42619.1","32566.5","31052.6","39445","60175.5","52483","46496.7","39451.1","55022.8","34767.3","53036.1","31217.5","57707.8","57038.9","41476.2","57754.6","50291.5","38623.4","49439.4","50513","47182.6","57490.1","41914.9","48257","36355.4","78997.5","33599","52032.3","59018.7","84033","68818.7","80486","49855.5"
"Q765P7",NA,"1213.9","922.474",NA,NA,NA,NA,"1699.39","1559.37","1069.93","2910.21",NA,NA,"1559.48","1328.64",NA,NA,NA,NA,NA,NA,NA,"1637.43","1761.12",NA,"2399.37",NA,"1352.21","1344.1","770.147","1336.13",NA,"1698.98",NA,NA,NA,NA,"1553.14",NA,NA,"1197.81",NA
"Q76FK4","1341.36","2209.09","3433.92","2685.02","430.421","2610.62","891.012","1327.32","1685.43","3782.54","2414.9","2144.25","3014.24","3077.98","1411.51","1374.97","3348.97","3527.19",NA,"2383.57","798.412","1800.3","3181.91",NA,"1100.27","2066.61","3033.49","3079.71","2894.36","5545.13","4081.5","827.412","2069.63","2864.7","2265.72",NA,"2377.62","1571.23","2972.87","948.03","4121.46","1379.89"
"Q76M96","24119.5","9175.63","26476","9720.13","8535.61","22421.8","5340.29","11352.6","27012.1","11456","14691.5","12654.9","27211.4","32725.3","32139.1","15167.9","10113.8","29950.2","14180.6","23055.4","10933.8","24335.6","29842.9","16993.4","31825.5","37577.4","9501.23","11719.3","9752.89","9888.1","8114.5","32277.3","18230.9","12248","20266.9","17875.4","10954.4","22539.1","13882.4","29250.7","21954.7","29231.2"
"Q7KYR7",NA,"745.909",NA,NA,NA,NA,NA,NA,NA,"929.897",NA,NA,NA,"817.55",NA,NA,NA,"1080.37",NA,NA,NA,NA,"459.033",NA,NA,NA,NA,NA,"280.962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7KZ85","2135.02","1608.11","2576.6","1186.1","2327.95","4062.53","923.978","1305.13","3201.58","2830.6","4452.13","2412.78","5614.61","3839.55","4137.63","2223.42","5113.05","4297.38","1375.73","4686.92","1135.45","2936.39","2695.08","1367.27","2325.89","2797.6","3452.53","2596.7","3778.98","548.577","2766.68","2183.62","699.505","2279.39","2061.82","1579.34","2481.98","2545.05","2092.47","982.534","2250.56","1757.08"
"Q7KZF4","46006.1","52136.9","44658.7","44460.1","44683.7","45580.9","37567","48208.5","45436.6","51935.9","58091.2","47574.4","49568.6","51914.9","46679.6","36804.7","52546.8","61913.3","42446.5","52876.6","42320.3","53591.4","45978.2","46079.5","45630.8","46736.6","55364.7","56985.3","52123","53531.1","56541.9","43800.9","47022.1","50930.2","50278.4","40979","49350.3","56000.9","56837.6","50372.6","50552.3","42793"
"Q7L014","695.078","610.285","877.544",NA,"546.322","970.671",NA,NA,"900.953","632.996",NA,"837.47","449.589","852.05","969.584","1058.08","766.157","2603.06","505.712","688.191",NA,"536.478","862.974","677.279","672.23","867.636","513.735","511.911","2189.95","1222.7","850.352","611.105",NA,"632.658","729.704","1303.2","1432.3","451.461","915.75","885.384","898.673","1093.87"
"Q7L099",NA,"590.85","757.508",NA,NA,"534.164","412.667",NA,"720.893","1011.18","725.149",NA,"590.483","630.597","1107.14","508.94",NA,"376.175",NA,"718.499","245.488","800.094","793.195","341.514",NA,NA,NA,"687.587","348.096",NA,NA,NA,"491.425",NA,NA,"425.007","330.219","817.865",NA,"179.046","403.76","229.49"
"Q7L0Y3","1539.48","1332.54","1123.45","1446.38","1216.96","1230.26","953.959","738.462","676.33","233.828","728.801","2264.97","618.922","631.179","1018.11","991.566","760.155","741.175","967.9","1018.23","1189.83","1599.37","1519.48","1653.82","1034.7","1996.51","1718.21","2578.63","1151.58","1521.37","2818.8","1183.65","1501.18","2672.91","2066.95","1103.62","1984.95","1776.3","1793.4","834.124","1615.14","1726.5"
"Q7L1Q6","5386.29","5238.95","7057.58","3973.57","4672.07","5893.76","3695.01","5329.25","6902.94","5453.12","6355.43","3856.99","7909.76","6643.88","5601.2","6130.5","5950.39","5804.19","5709.39","5785.77","3568.45","7543.73","5543.56","4167.6","6801.33","7019.26","4551.73","8003.03","6822.54","5108.48","4126.3","6255.81","3256.01","3789.48","6327.42","4387.05","4805.46","7426.3","4209.45","6988.61","6712.8","4942.05"
"Q7L1V2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296.766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"269.517",NA,NA,NA,NA,NA,NA,NA,"252.433",NA,NA,NA,NA,NA
"Q7L273","492.577","97.4074",NA,NA,NA,NA,NA,NA,NA,NA,"358.823",NA,NA,NA,NA,NA,"225.858","348.952",NA,NA,NA,"753.688",NA,NA,NA,NA,"287.597","246.76","365.056","1224.74","723.937",NA,NA,"277.395","629.483",NA,"470.144",NA,"363.45",NA,"466.995","437.88"
"Q7L2E3","873.987","997.995","733.566","244.648","933.876","711.303","1438.89","447.291","319.116","982.448","1333.27","1271.42","1634.35","906.181","825.391","614.445","1179.17","1901.08","1047.48","1171.55","642.3","1029.85","582.231","802.592","624.17","830.259","1381.7","732.095","1175.23","991.492","1202.17","653.201","740.132","1405.81","879.519","448.639","1393.43","1214.69","1834.37","650.41","782.422","999.46"
"Q7L2H7","13661.8","13180.2","13169.3","9500.07","14403.7","15137.1","10691.5","9513.84","12875.6","13963.5","13669.8","16586.4","15174.8","17208.7","14319.6","13049.1","15400.9","16224.5","11345.1","13872.4","9424.33","12776.1","12697.2","12260.9","10373.9","14236.1","11889.5","12866","15961.6","12704.7","15848.7","10089.8","12027.1","14105.7","12989.3","12278.7","14119.2","16653.5","13063.1","11327.8","15439","9029.78"
"Q7L311","2487.36","3794.27","1927.93","1881.88","1970.12","4379.43","821.605","1630.49","2173.82","2967.69","3513.61","3251.92","4069.19","3265.25","4201.65","1521.99","2538.3","3518.4","803.579","4022.98","1374.08","3862.59","4571.58","2089.52","1684.36","4095.33","2951.06","2467.41","2797.15","1377.22","2703.05","1876.42","2022.31","2609.21","2777.76","1267.33","2334.83","4343.19","3139.9","1901.36","3488.43","1642.5"
"Q7L523","21938.7","24526.7","19668.2","21385.5","19956.7","19186.5","16962.4","23079.2","21221.8","18445.9","19944.3","25987","25974.8","24237.4","17913","18615.6","17545","18342.5","23036.9","18358.3","17920.3","28192.6","23423.4","26837.2","26218.5","20371.6","18207.2","22703.2","12764.7","12772.5","16929.2","17328","24486.2","24422.2","22972.7","19135.4","15108.5","21690.4","14504.9","18864.8","18923.9","22386.2"
"Q7L576","6633.58","9607.74","7040.77","7146.74","6377.32","6384.49","5250.15","6764.13","6671.88","8364.74","8686.66","10046.8","7672.42","9300.38","7815.25","6152.66","7506.95","11909.5","6602.97","8134.9","5315.3","9567.36","7104.91","7296.71","7094.82","8135.62","8685.46","10353.9","8832.38","7144.9","9337.9","6187.92","6289.22","8784.04","8174.86","6369.77","7772.7","10603.3","7366.95","8243.74","9468.43","6272.14"
"Q7L5D6",NA,"1135.25",NA,NA,"408.554",NA,NA,NA,NA,NA,NA,NA,NA,"583.119",NA,NA,"778.68","2002.91",NA,NA,NA,NA,"499.115",NA,NA,NA,"980.082",NA,"2982.03","650.71",NA,NA,NA,NA,NA,NA,"1534.04",NA,NA,NA,NA,NA
"Q7L5N1","8215.49","8684.13","9474.08","8475.52","8964.25","8601.93","8542.5","9151.62","8954.14","8590.7","8753.37","10285","9295.46","7793.7","7431.66","7606.66","9951.56","7526.04","9333.24","8512.62","9972.21","11108.7","9338.55","8588.88","9469.64","9627.69","8881.68","9646.21","8043.88","8050.87","12465.1","8239.75","8834.33","11960.3","9880.09","7766.58","10272.3","12072.4","10034.3","7510.2","9661.27","9342.88"
"Q7L5N7","2430.25","2432.37","1963.3","1929.99","1452.41","1725.93","1230.49","1786.08","1889.53","2288.52","2834.76","2463.41","3539.34","2254.59","1672.94","1578.11","2469.56","4144.39","931.291","1904.82","1278.38","2738.11","3441.88","2467.3","2623.79","2790.24","2477.77","2733.46","2614.99","2395.19","3972.01","1870.89","2044.38","2363.02","3183.75","1462.51","3576.87","3523.8","1891.44","1865.35","3228.81","2220.49"
"Q7L5Y1","1131.44","1116.31","750.838","981.599","844.347","1049.96",NA,"532.812","501.448","1056.84","706.461","836.574","1285.53","1002.52","774.373","653.914","1187.12","1207.9","984.898","877.149","523.959","521.773","767.408","908.093","856.443","817.877","593.612","925.475","597.416","920.247","992.326","700.141","1171.42",NA,"1375.45",NA,"683.664","826.677","1112.06","564.576","625.646","630.824"
"Q7L7X3","2700.23","3268.91","2570.05","2464.67","2141.48","5736.96","1438.78","1771.64","2689.87","4372.16","4796.22","4035.22","4429.21","4943.4","5154.01","2094.57","4781.18","4011.62","1986.25","4355.81","2856.46","4675.37","2496.2","1879.97","2231.61","4588.58","3375.96","3737.81","3772.96","2896.83","2047.27","1746.04","2969.82","4112.64","2579.77","1657.08","3718.49","3509.07","3773.1","1240.13","2732.94","2445.06"
"Q7L804","1677.17","1777.49",NA,"1714.24",NA,"2722.64",NA,"1462.67","2040.59","2155.81","2185.83","1722.5","1674.12","2602.7","2403.53","727.922","1586.02","1951.55","712.453","1928.79",NA,"2330.85","2850.09","1395.27","2015.68","1938.88","2027.69","2529.96","979.936","1385.81","1947.51",NA,"1731.69","971.467","2365.99",NA,"1797.08","1846.82","1166.18",NA,"2777.45","1027.42"
"Q7L9L4","5981.6","6681.66","6212.84","5696.38","5567.88","6556.57","4775.87","5006.87","6424.9","6931.34","5076.62","6550.07","6745.99","5413.02","5465.52","4566.65","5650.21","6211.93","6413.75","5781.66","5120.31","8166.96","6759.98","6388.16","5586.19","5377.37","6671.87","6794.41","5139.81","3556.45","6447.1","4528.87","6470.6","5547.57","6255.44","3577.58","5209.16","5346.87","4626.5","3806.21","4857.18","5225.29"
"Q7LBC6","925.638","823.329",NA,"643.049","1007.62","1146.9",NA,"434.764","355.895","817.798","958.943","642.635",NA,"408.057","500.824","593.258","1374.73","844.086","713.631","1080.92","1106.54","1092.18","1136.41","947.371","770.577","1641.59","1158.55","671.878","659.904","450.156","887.287","277.364","856.466",NA,NA,NA,"572.883","911.539","953.464",NA,"1342.23","760.701"
"Q7LG56","3432.88","2647.22","3218.52","2765.12","2181.21","3874.25","2751.29","2378.77","3633.62","2723.49","2483.34","1946.69","3195.02","3337.22","3218.33","3009.02","1317.34","1550.8","1834.33","3297.14","2647.18","3965.28","3509.85","2612.92","3531.51","2878.62","1282.89","2224.11","2615.2","1967.44","2980.77","2679.55","2610.32","1969.17","3088.77","2305.07","1773.86","3705.7","1678.79","1949.07","2994.77","2504.47"
"Q7LGA3","1874.24","857.69","1838.46","1583.4","1806.29","2301.87","1025.08","1636.17","1437.44","543.191","1100.66","1039.6","1787.95","2453.21","1521.96","1198.81","1467.23","1885.53","1108.1","2174.29","876.368","1695.59","2427.86","1763.67","3518.6","2198.5","1200.61","1715.44","969.181","678.961","855.12","1055.04","1013.12","486.545","1913.2","2123.19","615.489","2542.66","401.742","2478.05","2894.24","1833.84"
"Q7LGC8","966.679","467.563","1051.42","701.028","764.284","603.73","704.406",NA,"888.723","451.205","435.492",NA,NA,"596.827","807.554","725.009",NA,NA,"696.704",NA,"558.692","847.038","815","891.719","894.13","624.259",NA,NA,NA,NA,"679.855","482.586","1000.4",NA,"610.291","1325.82","307.077","626.838",NA,"369.451","595.852","985.459"
"Q7RTP6","2352.33","1524.74","2618.48","2614.08",NA,NA,"2019.19",NA,"2680.77",NA,NA,"577.951",NA,NA,NA,"2699.42",NA,NA,"3033.09",NA,"2071.68","2436.39","2194.56",NA,"3553.39",NA,NA,NA,NA,NA,NA,"3361.28",NA,NA,"1983.21","5095.96",NA,"2716.96",NA,"9349.65","1669.23","3301.24"
"Q7RTV0","1562.07","723.386","1833.08","509.463","1154.5","1269.58","1453.08","1088.96","1361.66","816.763","314.693","855.746","748.537","1257.67","1317.4","1020.12","1073.84","1290.66","652.92","1060.88","1141.63","1898","822.644","1170.44","1533.14","1241.58","648.188","1711.81","1469.7","677.377","494.99","1376.05","649.454","565.208","1060.5","609.892","477.355","1637.89","948.149","1016.21","1602.7","1332.33"
"Q7Z2H8","2421.76","2646.46","2274.65","2840.25","2843.04","2342.55","2583.35","4532.05","2564.71",NA,"758.374","858.502","1120.35","1464.8","2025.75","1591.55","458.338","649.677","3173.42","2631.31","2674.14","3026.95","2227.79","2958.3","3356.98","2315.11","910.506","2227.2","644.322","438.671","1117.3","2027","2373.61","1243.99","946.065","1553.73","1467.84","3311.94","490.883","1519.82","1086.72","1959.08"
"Q7Z2K6","4320.43","5676.88","4440.67","3966.33","4322.65","5364.41","2254.71","3029.19","3330.89","3730.97","3922.22","3345.17","3581.43","4432.56","2916.41","3457.96","3694.77","2608.08","3499.2","4225.47","11819.9","4831.51","5415.89","2590.5","4424.21","4128.96","4613.38","5251.69","5792.07","1272.41","5601.26","2152.62","3848.2","5918.95","3723.93","4258.95","5763.93","4472.73","5317.75","2426.42","4517.96","3202.75"
"Q7Z2T5","295.067","298.308","383.619","108.384","207.545","202.486",NA,"187.704","314.19","146.671",NA,"132.789","334.713","152.242","386.078",NA,NA,"332.844","312.934","320.049","220.496","227.673","209.089","316.928",NA,"351.847","468.494","515.474",NA,"180.915",NA,"186.828","359.123",NA,"344.764","230.246","150.117","451.836","249.778",NA,"169.367","272.504"
"Q7Z2W4","5465.87","4636.11","5954.52","3829.19","5103.28","5923.22","4389.43","5580.64","5978.57","5227.62","6310.84","5571.53","7659.02","5867","5813.67","5005.7","5518.03","6029.25","4801.99","6406.07","3868.38","6804.86","6316.24","6009.28","5177.43","6269.73","5675.82","5484.65","5284.25","4522.37","6304.13","4820.41","5333.9","5433.96","6942.14","4661.83","5237.18","5507.32","4620.54","4425.07","6411.3","5772.55"
"Q7Z2W9","291.672","1031.2","292.123","94.1462","534.664","370.387","399.442","594.813","423.156","892.193","520.618","1054.74","251.164","968.843","826.41","47.2148","1812.6","1598.31","235.039","353.073","324.04","584.665","747.008","390.36","338.537","752.263","1324.87","1126.74","1851.62","1976.95","905.517","284.548","252.916","678.046","219.086",NA,"1193.81","764.357","874.833","200.109","963.398","82.4859"
"Q7Z2Z2","8884.34","9015.79","7248.3","8426.19","8524.42","6974.66","7827.48","11364.3","7858.78","8506.21","9484.44","9478.6","7994.72","9300.29","7653.82","6026.22","6527.75","7221.76","7064.08","7912.34","7050.66","7780.14","8209.55","8483.59","7632.4","7175.66","5898.9","7395.21","6462.81","7075.76","8582.5","6664.51","8737.92","6481.94","9273.51","4988.08","6992.05","8467.72","5605.28","7254.84","12281.5","5655.3"
"Q7Z392",NA,"896.436",NA,NA,"554.497",NA,"1087",NA,"819.931",NA,NA,NA,NA,NA,"550.276",NA,"424.03",NA,NA,NA,NA,"1266.84",NA,"813.516","920.444",NA,"977.801",NA,"933.92","1653.24","765.57","1203.86","788.844","1365.24",NA,NA,NA,"747.722","780.188","1633.81",NA,NA
"Q7Z3B1","2578.85","2270.02","2868.66","7049.68","8351.05","1860.63","9784.84","3985.12","1292.39","2287.57","2235.03","1942.95","1321.3",NA,"713.248","3230.79","3049.01",NA,"5962.83","1048.61","9929.06","2885.68","1389.6","3925.71","1141.39","1996.51","2662.2","1957.99","1595.35","1141.9","3293.37","3244.23","7766.85","1209.6","3689.17","1418.12",NA,NA,"2207.36","2663.6","1347.59","1065.46"
"Q7Z3B4","3161.99","3192.57","2832.23","3891.56","4110.28","4731.58","4470.63","4178.01","3286.99","4622.74","3693.22","3809.88","2982.8","3070.67","3832.34","4181.03","2599.38","1828.62","4446.62","3960.39","4918.16","4637.36","2793.3","4018.47","3799.34","4307.02","3755.4","3160.01","2012.47","2659.11","2619.8","3244.19","4527.93","4346.65","4148.9","3626.96","1390.13","3711.54","2248.31","2212.58","3049.55","4001.21"
"Q7Z3C6","842.947","1561.65","1213.96",NA,NA,NA,NA,"1288.88","890.993",NA,"1433.82","2061.39","2135.92","1235.22",NA,"1279.95","1155.17","2123.1",NA,NA,"939.872","1851.41","1149.46","1305.76","810.87",NA,NA,"1597.69","796.605","7272.78",NA,NA,NA,"1782.86",NA,NA,"1539.81","1517.98",NA,NA,NA,"755.652"
"Q7Z3D6","443.099",NA,"1766.72","1602.91","1537.34","1112.6","2456.73","2085.56","1518.28","1573.67","3555.31","2454.82","3582.31","2174.19","1285.49","1584.76",NA,NA,"2102.05","2458.09","1232.7","2022.16","4392.56","3472.56","5002.35","5760.73","3286.98","4359.48",NA,"1429.44","1804.24","1390.02","1910.7","2184.14","2083.07","1923.83","1914.19","2524.2","1916.58","2766.87","1550.77",NA
"Q7Z3E5","8609.97","8562.24","6066.06","5384.53","3105.94","6749.63","3428.16","4022.18","6936.87","3311.01","5775.87","3563.23","7916.05","7637.29","7512.03","6958.07","2580.46","6424.98","3172.16","7493.41","2623.63","7733.89","7950.79","3142.24","5808.9","6307.27","3188.95","3124.07","2598.54","3015.39","6790.92","5063.23","5845.66","8333.2","9724.26","5583.96","3807.86","10163.7","4779.88","6169.17","5462.04","5893.6"
"Q7Z3J2","3986.86","5945.02","3367.98","2744.77","4009.83","4144.66","2730.63","2287.72","2879.47","4564.05","5436.72","6199.77","4753.48","4499.18","4337.85","3035.63","5954.6","7676.3","3875.97","4671.04","3001.4","5905.72","3901.08","4255.06","4888.08","5718.02","7344.08","6629.93","5592.68","7403.96","7287.63","2868.91","2895.23","6249.32","3807.8","3024.7","5752.27","6152.78","4818.57","3807.18","3823.62","3160.14"
"Q7Z3Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"342.687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7Z3T8","1151.28","951.335","909.752","658.138","514.986","1536.88",NA,"702.155","948.789","573.926",NA,"618.887","939.223","803.58","1125.28","567.747",NA,"750.401",NA,"800.08","630.184","586.703","905.596","520.337","707.721","781.966","624.25","669.753","539.785","718.966","796.038","722.719","1122.57","765.039","979.415","637.573","1082.99","828.339","701.852","885.518","934.918","982.146"
"Q7Z3U7","1312.47","2312.68","1237.66","1222.13","1615.33","1710.74","1061.76","2085.79","1678.34","1883.02","1986","1575.3","2091.37","2495.73","1798.92","1269.33","1702.96","2910.63","884.562","2030.47","1134.88","2231.49","1715","1365.63","1241.81","2075.7","2859.31","1859","3004.38","2751.5","2612.85","1113.23","1188.3","2292.95","1696.16","1007.68","2398.4","1633.06","2477.56","1790.54","2326.21","938.919"
"Q7Z412",NA,"542.365",NA,NA,NA,NA,NA,NA,NA,"503.801","796.233","460.964","396.768",NA,"330.457",NA,"647.44","802.399",NA,"395.751",NA,"432.981",NA,NA,NA,"717.309","1004.91","540.684","812.185","892.773","712.724",NA,NA,"452.398",NA,NA,"973.376","529.753","645.098",NA,"302.412",NA
"Q7Z417","1506.1","1367.09","1394.4","2086.74","1188.94","1185.61","1277.3","1519.5","1454.38","1548.55","617.899","3074.15","689.746","1078.71","824.85","2600.09","938.381","1488.31","1722.94","730.481","1395.29","1225.55","1140.64","1019.15","991.554","1067.76","776.178","1232.52","1311.62","1577.67","1266.87","1485.62","1226.03","770.229","1332.22","2102.32","1318.99","1030.25","1206.8","1575.23","1172.98","1727.19"
"Q7Z422","1393.19","875.068","1232.1","993.259","1413.21","420.615","1356.28","911.936","1091.02","584.434","907.155","2131.17","851.458","1233.63","731.215","1508.91","1190.41","460.575","1126.88","352.309","2549.39","985.064","773.926","1139.1","1588.47","528.873","695.087","700.406","690.715","437.059","621.579","1804.87","1828.17","638.116","1111.48","1237.87","502.335","350.972","788.078","851.16","722.094","1119.21"
"Q7Z434","1227.31","839.552","2022.76","1495.2","1436.44","827.125","1297.71","1096.43","1584.91","1106.81","562.636","445.999",NA,"1342.99","785.612","1631.01","1470.4","534.077","998.76","804.802","1491.17","1255.56","866.313","1083.53","1163.46",NA,"393.017","587.816","1613.5","694.259","452.336","1373.76","2161.84",NA,"959.329","936.41","630.348","599.397","465.953","794.05","895.795","2140.54"
"Q7Z460","2667.34","3607.37","3270.83","2855.52","2050.25","3621.44","1513.42","2506.33","2855.82","3408.34","3612.35","2722.19","4113.12","3452.59","2734.4","2548.1","3326.13","3461.22","1812.05","3618.12","1829.18","3252.2","3926.04","2805.95","2771.75","4280.17","3531.7","2982.51","3353.4","3803.21","4759.86","2252.69","2375.84","3752.9","2965.88","1826.22","4110.57","3148.39","4352.51","2554.15","3318.33","2618.37"
"Q7Z478","1654.09","1624.37","1672.24","1153.19","1478.27","2067.67","1241.2","909.672","1558.65","2021.96","2190.2","1720.48","2130.53","2235","2175.36","1641.88","2195.93","2313.32","1499.85","2720.85","1347.2","2037.18","2055.31","1519.92","1963.08","1757.9","2406.24","1729.5","2041.32","2190.06","2146.36","1655.5","1325.48","1804.6","1835.12","1615.52","2173.2","2469.45","2737.07","2618.01","1682.88","1644.76"
"Q7Z4F1","3518.23","805.672","3358.21","2704.71","2721.22","3104.25","1852.94","688.69","2297.11","888.295","1194.92",NA,"1450.28","2193.75","1355.34","3569.33",NA,"750.687","1139.15","1811.03","1584.3","1216.94","2438.22","2159.73","5998.62","1913.6","684.107","525.368","523.923","423.992","368.023","2324.45","745.631",NA,"1450.08","2898.63","730.967","1362.65","2406.8","5472.39","1417.86","3241.86"
"Q7Z4G1","3436.75","1602.4","3236.08","3659.16","3674.49","1777.92","4345.01","1246.96","1814.56","1939.14","2144.66","2229.61","2224.23","1247.27","1916.76","4171.91","1527.5","1073.6","3077.16","1669.12","4598.78","2317.89","1634.92","3232.7","3482.35","1803.3","1992.99","2241.06","1288.16","1067.67","2277.54","4274.08","3013.84","3758.48","3141.68","4777.91","2349.24","1564.16","1343.55","3040.32","1542.74","4607.86"
"Q7Z4H3","6457.05","7571.73","3890.96","3978","11656.3","8964.76","8002.44","7544.77","8531.31","10356.8","10095","10125.8","8296.19","7493.31","7258.32","6684.61","11129","7632.25","6734.05","7307.72","9479.03","5337.85","5468.54","8357.58","8959.63","7797.42","9188.85","8581.31","8295.19","5613.11","7644.25","5471.19","8868.46","7186.38","7806.08","5740.17","6698.19","6459.52","7501.65","4765.9","6379.01","8882.26"
"Q7Z4H8","7473.36","10424.8","6357.77","5972.64","9054.36","7301.05","5480.38","2961.33","3810.73","7197.22","7363.58","8012.44","6055.49","6654.79","9095.68","5813.2","10004.4","7827.37","5275.34","8345.27","8588.62","8159.84","7896.69","6964.12","8297.4","9171.2","10922.3","10564.8","9775.95","12980.8","9827.8","5362.65","8781.7","10539.3","8133.35","4448.77","10910.9","7346.04","5909.59","3979.89","9056.47","5259.6"
"Q7Z4I7","6350.34","11937.5","6978.64","11079","5972.94","6164.03","4759.04","2812.61","4728.7","7729.82","9546.14","7009.13","3268.87","3430.53","3854.84","4515.21","4806.74","4233.1","3565.61","3798.87","10100.1","11120.5","5219.88","5187.98","2062.45","4851.4","6091.49","3907.71","4670.65","6163.4","7214.11","2295.75","7512.69","9922.42","4296.16","5014.13","5222.08","3014.73","7216.42","2663.96","1437.16","4164.99"
"Q7Z4R8","397.717","696.188","499.799",NA,NA,NA,NA,NA,"1026.18","1017.5",NA,"1265.35",NA,"766.852","796.035",NA,"1488.24","1868.85",NA,NA,NA,NA,NA,"648.589","678.88","515.141","1275.91","1087.01","1316.7","1900.37","974.389",NA,"678.385","1098.33","641.946",NA,"1293.36",NA,"1201.16",NA,NA,NA
"Q7Z4S6","157.633","334.474","403.454",NA,"209.294","342.258",NA,NA,"589.848","378.403","462.289","363.885","445.221","432.058","426.588",NA,"704.762","409.487",NA,"367.76",NA,"293.81","342.476",NA,"242.191","169.35","270.023","344.956","424.404",NA,"532.502",NA,NA,NA,"228.537",NA,"201.824","234.959","435.854",NA,"237.015",NA
"Q7Z4V5","5099.56","3573.2","2446.47","3341.26","3593.69","1850.86","3817.63","3590.87","3698.18","1219.86","2183.59","1978.03","3541.08","4039.54","2227.86","6639.12","2231.83","1868.83","3709.66","2712.17","4186.96","5972.54","3654.57","1395.1","1914.99","2266.13","3126.25","1849.85","2091.9","1932.91","2386.78","5373.76","2268.99","2296.59","5140.22","8337.82","1940.35","2564.3","977.208","3262.45","4096.3","2320.23"
"Q7Z4W1","1724.87","2887.55","1691.59","1250.06","4228.95","2723.33","1906.18","2694.41","2842.68","3627.29","4512.93","5451.96","3350.27","3371.45","3062.7","1424.02","4528.53","4631.52","1874.77","3665.54","2453.69","1430.69","3556.16","2157.75","2734.3","4624.63","5139.44","3587.5","3291.26","3370.61","3772.4","1595.14","2300","3099.61","2684.23","1218.16","2416.19","3854.5","3327.6","2441.49","1942.91","3195.54"
"Q7Z569",NA,NA,"311.65",NA,NA,NA,NA,NA,NA,"580.668",NA,NA,"584.675","1088.13",NA,NA,NA,"518.315",NA,"646.149",NA,NA,"1151.82",NA,NA,"598.397","365.659",NA,"489.693","485.77","460.764",NA,NA,"199.041","817.648",NA,"798.671","534.937","405.605","577.232",NA,NA
