"Protein.Ids","ALM6","ALM7","ALM8","ALM9","ALM10","ALM11","ALM12","ALM13","ALM14","ALM15","ALM16","ALM17","ALM18","ALM19","ALM20","ALM21","ALM22","ALM23","ALM24","ALM25","ALM26","ALM27","ALM28","ALM29","ALM30","ALM31","ALM32","ALM33","ALM34","ALM35","ALM36","ALM37","ALM38","ALM39","ALM40","ALM41","ALM42","ALM43","ALM44","ALM45","ALM46","ALM47"
"Q9HA77","3121.58","7104.02","2776.19","3276.65","6032.13","3285.57","4269.78","6210.3","3813.43","3473.57","3667.36","2568.69","2738.79","3789.82","2235.56","4022.14","3575.79","3983.03","4518.38","3758.98","7935.38","4442.96","6066.82","5834.11","7532.36","4004.5","3124.49","6553.82","4046.86","5075.35","2652.8","4983.17","5805.57","3117.06","5246.04","3848.8","1357.25","3655.12","4639.19","3512.21","2473.99","4521.4"
"Q9HAB8","1833.7","2749.37","1933.83","3026.23","3164.26","2040.87","1987.56","1439.46","1519.96","1810.42","2148.14","1870.67","1714.7","1816.08","1732.26","2275.08","2060.15","1307.88","2861.95","2097.29","2814.03","2530.18","2492.45","2779.99","1910.21","2768","1233.24","1554.32","2055.83","3395.47","1963.93","2007.98","3024.99","1759.71","2637.21","2489.65","4466.71","2187.09","2480.62","1962.28","1552.11","1980.29"
"Q9HAC8","1291.43","907.585","1241.41","587.197","603.733","373.436","648.564",NA,"1167.48","349.037","424.491","659.677","1696.26","901.048","774.074",NA,"1399.35","1330.31","292.236","797.526","804.617","1491.25","697.91","539.011","2009.68",NA,"1001.75","860.06","2591.54","730.457","778.875","1026.78","1053.79","746.04","470.586",NA,"1510.13","644.32","1858.97","1423.63","1280.28","1018.34"
"Q9HAN9","2250.49","1616.8","1913.82","2034.1","2808.98","1961.59","2563.57","3222.35","1536.05","2287.86","2007.34","2954.72","1552.31","1352.21","1430.82","1720.23","3262.68","1153.29","2297.9","1607.43","3746.45","2567.43","1556.09","2167.74","2327.18","2333.65","2020.22","1753.73","1380.71","1775.23","1511.76","2172.11","2693.35","3436.93","2091.63","2237.7","1072.98","1540.88","2044.79","1473.79","1716.88","1796.27"
"Q9HAT2","2140.13","1380.21","1823.35","1252.02","1958.23","2296.62","909.441","1175.96","1978.12","2078.57","1526.83","2293.26","1798.11","1721.47","2191.68","1347.16","2258.08","1783.13","1728.4","2301.81","2572.18","2570.76","2312.97","1716.5","1381.32","2453.25","1602.16","1536.86","2009.47","1233.21","1568.31","1411.07","1910.24","2349.71","1783.43","1857.02","1796.41","2924.81","990.276",NA,"2656.53","1692.91"
"Q9HAU5","1150.66","656.991","1115.25","325.66","692.226","465.71",NA,NA,"1520.37","936.801",NA,"615.616","525.055","1240.47","967.323","1149.04","550.851","496.496",NA,"783.572","507.241","661.818","1421.27","429.157","1019.11","1258.86","524.666","564.591","624.75","549.974","966.743","1192.81","750.871","458.453","1135.39",NA,"672.462","873.589","1246.71","1607.44","1480.6","931.869"
"Q9HAV0","3021.35","3273.35","2350.53","3323.3","2450.74","1932.62","2164.86","3177.28","2703.17","1921.69","1333.03","1706.27","1216.54","2810.67","2159.13","2488","1878.6","2120.78","2273.86","2001.39","2380.52","1289.57","1572.25","1963.93","2043.77","1363.86","2161.84","1791.51","2003.7","2031.6","2626.24","2840.2","2127.67","1947.45","1075.07","5002.43","1755.17","1454.26","869.471","2740.99","1307.24","1139.68"
"Q9HAV4","706.364","1423.34","640.159","475.937","1039.57","937.114","826.435","826.877","476.507","1552.88","1728.9","2137.11","1401.62","1349.35","1140.4","869.291","1375.79","1787.8","452.013","1267.43","1089.82","1001.64","1178.5","1055.11",NA,"1314.51","2590.64","1596.97","1741.73","1618.46","1528.39","216.784","952.537","1983.25","997.218",NA,"1315.97","1309.93","1932.16","680.547","868.298","541.278"
"Q9HAV7","10761.4","7138.61","8518.45","16865.9","8392.23","6981.88","18315.9","6245.21","11925","6815.8","3927.22","5994.2","5113.92","6993.07","7229.73","10894.5","5018.8","4687.94","24721.4","5640.73","7595.13","6348.51","9727.42","10020.2","8093.23","7539.09","6358.03","5922.25","8245.43","5682.26","6694.33","15725.5","11400","8354.49","9775.53","8666.87","9577.72","5660.41","7363.11","10394","7244.85","9950.7"
"Q9HB07","11908.3","11711.6","11137.6","7109.31","14070.8","12173.3","6203.09","6749.85","9481.62","12329","13288.8","15054.6","10225.8","11041.8","13234.9","9497.3","12090","9617.72","8439.68","14333.7","8449.8","10962.1","8345.01","8441.19","9787.89","13243.3","11891.9","12112","11536","11557","13328.6","8716.13","10086.6","12532.1","11253.7","6796.05","10992.6","11453.5","5862.49","6111.27","14557.4","10465.6"
"Q9HB40","1669.39","1279.51","1867.62","872.677","708.417","763.968","862.926",NA,"1208.06","165.244","596.609",NA,"433.656","796.453","988.454","814.686","522.839","409.968","1686.81","762.451","811.77","930.17","1163.27","816.281","2369.2","1516.33","1596.62","1251.79","2137.31","1798.87","1075.05","1820.86","1164.91","1345.03","1075.56","962.349","1735.14","1608.09","1384.48","2029.11","2114.97","3090.03"
"Q9HB63","2443.94",NA,"5730.63","2915.97","1511.96","2622.53","1930.22","2222.4","7419.37",NA,"4198.72","3612.15","9038.09","2319.3","4350.19","3963.07","2612.88","4488.59",NA,"3851.56","785.061","2470.02","5765.74","3301.23","2211.28","5667.25","4356.56",NA,NA,"1320.2",NA,"1970.53",NA,"3597.94","1503.12","2047.26","2219.33","2386.9","5307.48","5774.19","954.435","2652.03"
"Q9HB71","6438.09","5870.11","6682.34","4241.74","6027.7","5543.55","4527.43","1943.46","5509.64","5162.51","5891.99","4966.82","4452.32","6839.32","6562.41","5719.08","5686.25","5435.04","4241.47","6393.45","5387.13","4859.73","5223.2","4380.26","5938.14","5714.67","5512.01","4671.12","6389.64","5323.72","5115.1","4665.35","4578.34","6325.94","6841.07","5505.86","5465.87","5592.04","5213.07","3965.16","6850.42","6163.05"
"Q9HB90","19320","21194.5","13571.3","15414.4","14393.3","14283.9","11395","13783.8","14184.3","17050.7","14978","24217.7","17620","16485.8","15757.7","9852.3","16994.2","22986.6","13371.8","18366.7","11011.5","15923.4","15414.3","18571.6","17466.2","16686.1","14301.2","18288.2","13213.9","18157.8","19595.6","14459.4","21419.9","21542.7","17289.8","8714.16","13201","17776","9739.96","9425.17","15681.8","12762.4"
"Q9HBF4",NA,"457.125",NA,NA,NA,"295.806",NA,NA,NA,"529.14","274.781","554.28","490.505","302.271","299.35","769.496","562.203","761.44",NA,"260.344","305.192","462.206","169.546","318.451",NA,"477.375","899.374","432.448","515.839","508.115","547.654",NA,NA,"416.572","207.966",NA,"714.154","337.816","985.596","812.372","236.567",NA
"Q9HBH5","3914.78","9885.96","2188.97","3568.1","7175.26","4811.93","1776.24","5249.84","3739.03","11325.7","10857.4","15455.3","10128.9","9184.95","8285","2859.5","13257.2","15910","4055.99","8204.93","2752.99","6566.92","6775","5795.59","3336.86","7046.76","11773.8","12128.6","16022","12474.8","12298.5","2015.29","5158.53","11735.8","4177.91","2667.67","10944.8","8468.89","10947.3","3545.55","4631.09","1971.36"
"Q9HBI1","956.042","880.004","1189.89","1071.05","1100.4","1474.55",NA,"884.046","1025.59","1368.46","1527.9","1596.39","1633.87","1252.52","1259.03","719.652","1032.15","1516.51","919.197","1581.18","868.84","1669.05","1033.56","1507.75","1119.38","1395.6","913.22","902.715","897.321","1079.32","1145.43","958.235","1105.32","1157.81","1174.29","533.594","663.68","1386.44","1369.98","1013.25","923.703","1256.08"
"Q9HBL0","16661.7","28669","21512.1","16883.4","10896.5","19286.3","8894.94","12130.8","14725.6","21436.5","27081.3","16523.3","18831.5","20225.5","17406.8","14044.8","21112.8","13349.1","12242.4","18886.7","19177.2","30765.5","17960.5","15695.7","12653.2","17242.6","27567.6","15790.3","19916","16186.3","21789.5","11231.4","18750.2","22641.4","12087.6","13022.5","18795.3","15152.4","24624.3","12029.8","13173.5","13192.3"
"Q9HBL7","1673.5","2067.49",NA,NA,"1398.7","1785.07","751.014",NA,NA,"1701.67","2018.05","3739.27","3185.46","1204.24","2476.54",NA,"2207.98","1725.02","2098.76","2825.36",NA,"1331.97","2011.9","1119.98","811.857","1591.56","1978.27","1511.81","1230.27","1026.58","2200.43","614.226",NA,NA,"1428.46",NA,"1953","2938.64",NA,NA,"1351.84","890.374"
"Q9HBL8","332.096","564.126","440.379",NA,NA,NA,"380.169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"718.458","494.86","483.747","1054.13","490.036","694.971","450.999","388.486",NA,"491.677","755.039","682.061","353.581","739.662","1298.32",NA,"593.418","642.192",NA,NA,"764.635","926.001","614.84",NA,"642.698",NA
"Q9HBM1",NA,NA,"211.763",NA,"234.21",NA,NA,"192.447",NA,"146.184","391.994","462.69",NA,NA,"460.862","211.768","589.828",NA,NA,NA,"171.762",NA,"126.137","218.001",NA,"310.871","456.527","643.512","437.931","382.603","396.121",NA,NA,NA,"281.189",NA,NA,NA,"586.579",NA,"395.797","303.038"
"Q9HBR0","1626.86","939.306","1510.43",NA,"1334.29","2984.22","1198.75","3008.47","1778.99","2276.89","512.135","693.465","2038.2","4704.76","2444.92","3489.81",NA,NA,"1362.87","3013.14","829.187",NA,"2085.01",NA,"1657.46","3078.81","2424.95","1772.29","2241.65","970.308","2336.17","1207.55","1021.09","2118.9","6090.35","4189.13","2453.63","1643.45","4051.47","3399.96","2746.04","3966.94"
"Q9HC07","6897.36","6922.04","8339.75","5178.93","3750.86","5775.53","3907.59","4484.36","5663","4350.51","3465.23","2000.83","14306.9","4030.59","7059.23","8645.64","3205.46","4274.07","8393.73","8192.05","1050.33","7125.64","12934.1","2724.8","5949.88","6964.06","7996.78","4866.77","4176.78","9190.81","7744.2","5281.86","1784.61","6587.38","7935.12","5375.67","5251.25","7727.32","6316.34","12175.7","8946.75","5206.88"
"Q9HC35","6060.57","5871.2","6007.41","6722.24","6928.01","7989.35","3772.79","5771.24","5317.4","6493.52","5560.74","7188.92","5537.21","5727.76","5922.91","4266.82","5827.25","6143.74","5801.32","7637.21","5540.14","9618.13","6574.75","6322.76","5899.27","7619.84","8773.99","6303.89","4684.67","5342.7","6900.27","3954.08","5136.4","11829.1","5887.57","5953.53","6085.4","6790.78","7178.5","6919.02","5146.48","3573.56"
"Q9HC38","22320.1","23753.2","19377.2","15892.2","15428","15992.7","11609.7","13537.8","19870.9","18607.3","15602.8","15520.1","15028","17188.4","21089.2","13211.5","17788.4","12340.8","12037.7","17866.6","18292.6","15479.8","20008.2","17951","18698.4","18248.6","13369.9","14639","15239.1","14137.1","15404","14326.4","17607.4","15394.3","17576.2","11279.7","16978.8","16248.5","9067.47","10107.7","20497.8","16770.9"
"Q9HCC0","4746.06","2808.86","4290.46","2578.92","2696.92","3719.91","2957.97","3533.45","4368","3239.47","3860.81","2653.14","2915.38","3454.48","3702.04","2288.07","2819.89","2151.08","2590.97","3931.62","3590.98","2332.34","3373.57","3220.36","3750.2","2645.79","2140.82","2817.58","2126.36","1962.49","2489.5","3141.87","3177.06","2241.45","4119.64","3020.33","1618.89","2589.71","2346.83","2674.74","3199.5","4089.24"
"Q9HCD5","1382.05","1344.03","557.2","382.934","2083.24","1497.53","902.044","872.687","896.724","1473.19","1468.83","1298.61","1248.54","1102.33","1209.8","1091.18","1687.97","1501.12","369.864","979.87","1476.49","2109.42","1293.93","995.37","893.909","2084.63","5425.76","3656.02","3762.15","4827.61","2798.21","845.616","1011.72","2418.91","1180.45","871.722","2264.31","1329.89","4472.37","635.681","1503.26","806.502"
"Q9HCD6",NA,"500.476",NA,NA,NA,NA,NA,NA,NA,"389.392",NA,NA,"371.939",NA,NA,NA,"280.667",NA,NA,NA,NA,NA,NA,NA,NA,"292.96","221.165","314.812",NA,NA,NA,NA,"360.33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HCE0","2528.83","2474.26","1434.16","1774.46","2103.16","1718.86","1063.98","2005.01","2304.95","2239.48","2928.31","1631.34","2379.44","2715.77","1629.32","1519.92","1800.68","3324.66","1067.23","2238.53","701.537","2005.67","3510.25","2319.72","2681.88","1793.38","1779.12","2297.43","1401.31","3272.16","2108.34","1411.72","1742.22","2269.58","2960.64","1178","2218.03","2720.73","1948.89","2070.47","2607.26","1790.63"
"Q9HCE1","1347.5","1158.75","1326.22","1097.26","1541.56","1758.98","1719.81","1470.3","2314.25","1463.47","915.807","1440.95","1090.74","2232.1","2679.84","1610.93","1311.55","3334.28","1347.26","2981.84","873.959","1950.52","2371.03","1057.21","1216.9","2325.59","1444.34","1114.35","1264.3","1602.06","940.719","1236.91","1659.17","1106.23","2727.24","1174.17","1539.34","2737.02","3262.89","2775.69","2210.38","1611.16"
"Q9HCJ1",NA,"341.043",NA,NA,"59.1202","217.309",NA,NA,NA,NA,"316.948","336.442",NA,"394.344",NA,NA,"275.461","440.378",NA,NA,NA,"405.447",NA,NA,NA,NA,"255.453","157.541","269.881",NA,"244.779",NA,NA,"177.624",NA,NA,"448.208",NA,"426.688",NA,NA,NA
"Q9HCN4",NA,"449.166","401.916",NA,"210.054",NA,"176.995",NA,"292.26","203.629","428.3","189.381",NA,"356.707","200.274",NA,NA,"198.862","433.037","465.267","279.569","246.854",NA,"291.49",NA,"307.921",NA,"148.767",NA,NA,NA,NA,"419.403","280.861",NA,NA,NA,"496.142",NA,NA,NA,NA
"Q9HCN8","2464.87","2140.11","2364.95","2273.38","1582.48","2364.99","2289.2","1924.17","2446.48","2820.9","2497.85","1832.73","3698.36","1504.83","2733.62","2608.7","2277.52","3407.78","3893.03","1957.07","1958.47","3362.98","1479.64","963.651","2893.99","2883.33","5269.99","2248.12","3266.68","2383.11","4002.75","4149.31","1293.28","4464.98","1670.3","3229.98","3514.25","2693.88","4115.11","2719.32","1950.44","3918.98"
"Q9HCP0","4502.87",NA,"2961.03","3802.05",NA,"2707.41",NA,NA,"6249.64","3719.15","1414.22","1875.65","1330.32","3589.45","3653.07","6378.46","2624.93","3307.99",NA,"3476.76","2847.01",NA,"3311.5",NA,"4445.57","2926.54","1551.26","2275.27","5183.31","2015","1672.69",NA,NA,NA,NA,NA,"2718.84",NA,"1780.02","5122.16","4313.81",NA
"Q9HCR9","15073.5","16006.1","10136.2","6711.19","2990.25","1657.14",NA,NA,NA,NA,NA,"2095.77",NA,NA,NA,NA,NA,"848.919",NA,"764.632","10354.9","30511.6","26481.4","17783.1","16481.2","28115.1","53615.8","46890.7","33263.9","65112.8","59719.4","8259.27","15632.1","53072.5","16621.6","9494.99","43728.5","27018.6","63163.8","8052.32","21904.1","10313.5"
"Q9HCU0","1493.99","1105.49","2671.37","978.653","555.036","2702.04","985.863","1091.34","1936.39","2220.15","1400.18","716.442","2143.45","777.384","2349.21","2455.2","1431.96","2110.63","810.008","2936.92","1691.96","3360.15","1643.86","372.327","1194.7","2693.41","1451.44","845.844","3488.01","1546.13","4041.34","1398.7","1004.34","1495.78","2927.62","1597.45","1790.82","1404.6","2382.28","2263.93","2387.36","1975.01"
"Q9HCU5","3647.42","4990.09","5152.49","3047.5","3879.07","4969.28","6695.89","4526.11","4948.98","4489.21","3884.58","4857.46","5416.2","5531.81","4874.22","3472.2","5129.18","4280.81","4096.08","6435.36","3654.26","6210.56","4372.84","4410.08","3837.35","4219.19","3900","5368.74","3166","2087.02","3080.12","3217.06","4792.36","4188.9","4284.66","3116.6","3048.44","4718.9","3366.25","4081.49","4298.25","3971.23"
"Q9HD15","5637.54","7096.76","5971.97","3684.63","4652.57","6150.75","2594.85","1901.91","3240.3","6623.87","6452.25","7671.9","7617.94","4691.94","6461.31","2752.3","9483.53","7405.71","3331.11","3800.97","5173.47","6742.61","6421","5311.86","4971.54","5565.69","11119.1","6986.55","8686.75","8032.32","12013.4","4699.38","4803.12","10488.6","7855.37","2988.12","9142.03","6878.54","6512.2","2871.4","5640.27","4717.02"
"Q9HD20","4340.9","5256.01","5041.75","5299.13","5263.65","5524.46","3683.94","5153.91","3661.53","5300.76","5274.7","5491.15","7272.25","6108.06","4986.49","3289.27","4776.12","7702.44","4373.4","5726.4","3281.76","5999.86","6823.67","5677.22","5427.53","6123.39","6728.77","6267.3","6872.9","7604.51","6822.56","3195.52","4690.95","7026.69","5470.88","3293.91","8842.79","6536.44","8997.12","4990.5","5249.62","4281.11"
"Q9HD26","6088.93","6759.12","6499.59","10860.8","5762.18","6529.08","6379.04","7728.76","6703.15","5438.53","5084.7","3735.85","4768.21","5180.88","4501.06","8656.7","4313.84","3028.52","6561.68","4784.71","5454.24","4641.91","5110.35","6458.6","5282.22","4565.43","3892.02","5373.03","5456.34","5203.43","4860.76","6609.46","8329.69","4359.78","7442.01","4908.54","5554.95","4846.17","4353.03","4253.52","5917.9","5209.42"
"Q9HD33","2197.95","3289.85","1041.46","701.628","2789.15","2833.94","650.388","1132.45","2511.18","4809.14","4569.19","6907.05","4180.49","4266.62","3310.7","1820.16","6630.19","7915.01","1609.6","2789.73","2658.8","3838.15","3540.81","2624.97","3072.63","3990.95","7358.4","5493.63","7986.98","13602","4984.49","1055.62","2009.16","7870.4","2180.09","881.84","5865.94","2832.6","7047.39",NA,"2853.74","1573.01"
"Q9HD42","6157.43","5337.55","6992.83","2848.2","4252.14","4244.66","3268.21","3843.9","6176.89","6005.05","3677.1","4753.22","3900.38","4562.57","6672.25","4018.55","6155.18","6203.9","2493.05","4997.03","3456.21","4667.23","5448.46","3397.78","5995.6","4750.9","5080.35","4350.65","7232.38","3599.09","5141.97","2720.51","3439.17","4567.99","4040.55","2369.57","6622.43","3521.58","4114.25","3420.3","6294.05","4936.07"
"Q9HD45","3898.34","5895.71","4602.69","4165.21","4105.82","5218.11","4180.8","4075.43","4806.97","4967.1","6605.59","4858.11","7151.9","5117.04","4455.16","4682.07","6240.67","7917.83","2975.21","5307.92","3313.18","5818.37","7321.22","4277.78","5146.81","5770.37","6238.11","4941.87","4650.06","3805.28","5087.76","3963.65","3366.86","4902.67","5973.69","2897.63","3799.61","5198.52","4709.86","4635.35","5261.97","3149.22"
"Q9HDC9","12181.1","11707.7","14045.6","16787.7","15561.6","12480.9","23356","15349.9","14005.5","15744","14520.2","13945.5","11658","12702.3","9907.96","16797.4","12862.6","9475.54","20198.3","12448.7","12477.5","10180","14132.3","17216.7","15336.3","14336","12996.1","12164.4","13141.8","11707.3","10214.1","17318.1","14688.1","10437.6","13710.7","19370.3","11390.8","13209.2","7500.08","19852.8","13658.9","17804.3"
"Q9NNW5",NA,NA,NA,NA,NA,"3452.44",NA,NA,NA,NA,NA,"4900.28",NA,"2763.09","5042.34",NA,NA,"5611.91",NA,"3875.72","2651.18","4159.41","3379.43",NA,"2100.65","3122.25","4760.48",NA,"2786.96","8103.28","4241.37",NA,NA,"5527.37",NA,NA,"5058.14",NA,"4705.7",NA,"5685.21",NA
"Q9NNW7","7769.77","8686.97","5220.53","5362.13","8886.34","7837.88","4481.11","6295.65","6849.77","6992.1","6311.25","13251","8313.94","8997.49","9267.85","4372.13","6190.73","6390.76","4313.23","7157.21","5271.92","7571.2","10495.8","8091.25","8226.86","9302.27","7622.95","7878.78","6434.88","4886.74","9578.9","4233.25","8226.38","9696.48","7328.68","5658.21","8345.2","7782.38","5263.59","2573.93","6512.82","6081.92"
"Q9NP58","1539.98","2049.94","1952.35","2522.61","2265.08","1420.83","1248.91","1276.42","619.977","1804.56","2194.98","2834.05","1933.9","1386.91","1512.53","1004.16","2141.62","1432.74","2708.37","1812.94","1836.5","2252.33","1705.17","2999.59","1288.14","2496.69","2075.74","1069.21","1482.72","1474.59","897.354","1593.96","1116.52","1441.4","1707.65","1551.27","921.303","1913.76","1370.66","2666.08","1684.08","2382.29"
"Q9NP61","4775.28","4635.04","4668.57","4315.75","2988.27","4210.86","2358.85","2505.82","4795.34","3709.56","2990.43","3335.73","3298.96","4399.4","4634.24","6092.83","3953.22","3623.12","2121.65","3970.6","4828.62","4217.6","4406.84","3090.53","4730.59","3685.47","3400.58","3070.27","5535.19","4144.38","4345.37","4101.16","3460.5","3407.74","4210.85","3294.54","4057.29","4303.28","4588.03","4192.95","5963.7","5669.84"
"Q9NP72","7525.91","4385.75","7284.85","9855.48","6811.37","5462.33","8457.03","7738.72","5215.54","2693.55","3222.82","2818.59","3965.95","4785.12","4011.92","8301.64","2135.71","3804.21","6399.77","4808.92","6766.25","4938.72","5406.07","7903.46","7104.36","4902.12","2877.51","3169.11","2470.67","1808.61","3809.97","7224.12","5399.28","3241.96","5706.21","10166.8","2384.7","4831.16","2330.3","11753.5","3876.44","10292.1"
"Q9NP77","1530.95",NA,"1825.18","816.831","839.727","569.805","359.943","1534.59","920.352","1037.57","933.53",NA,NA,"1944.21","878.24","1396.8",NA,NA,"1096.36","1014.14","1276.95","415.536","668.27","1281.64","885.984","732.56",NA,"934.887",NA,NA,NA,"1684.22","1495.42",NA,NA,"448.467",NA,"756.626",NA,"1490.54",NA,"624.368"
